4.445971548557281494e-01,-5.898934230208396912e-02,1.030116458423435688e-03,2.284332811832427979e-01,2.896894700825214386e-02,1.030116458423435688e-03,-5.034146085381507874e-02,1.957845389842987061e-01,-2.959469705820083618e-02,1.030116458423435688e-03,1.230324134230613708e-01,2.147066891193389893e-01,-1.543081179261207581e-02,5.011212080717086792e-02,3.903790116310119629e-01,2.896894700825214386e-02,4.380803108215332031e-01,3.707897663116455078e-01,1.206868737936019897e-01,3.886841833591461182e-01
1.290796846151351929e-01,4.907296299934387207e-01,3.845833837985992432e-01,-1.111719161272048950e-01,2.307215631008148193e-01,3.845833837985992432e-01,-2.273660600185394287e-01,-7.126992940902709961e-01,-1.644122153520584106e-01,3.845833837985992432e-01,1.830141693353652954e-01,1.598647795617580414e-02,-6.610594391822814941e-01,-2.667333483695983887e-01,1.201724708080291748e-01,2.307215631008148193e-01,1.114007681608200073e-01,2.147810161113739014e-01,-9.946545213460922241e-02,-7.898100614547729492e-01
-1.264240406453609467e-02,-1.367029696702957153e-01,-3.412313759326934814e-01,2.771046757698059082e-01,-2.233179956674575806e-01,-3.412313759326934814e-01,1.526050269603729248e-01,3.719835579395294189e-01,-7.591578178107738495e-03,-3.412313759326934814e-01,-3.301513493061065674e-01,2.542571127414703369e-01,3.368730545043945312e-01,-4.377704262733459473e-01,2.414515614509582520e-01,-2.233179956674575806e-01,2.022477090358734131e-01,1.718403548002243042e-01,-3.884132578969001770e-02,-5.988705903291702271e-02
-5.487239360809326172e-01,-1.609784513711929321e-01,-2.068770527839660645e-01,-1.986053436994552612e-01,-1.536712199449539185e-01,-2.068770527839660645e-01,-5.450019985437393188e-02,4.308601021766662598e-01,3.145345449447631836e-01,-2.068770527839660645e-01,1.472220569849014282e-01,8.620675653219223022e-02,3.403730690479278564e-01,7.582836598157882690e-02,-3.413280099630355835e-02,-1.536712199449539185e-01,4.563938826322555542e-02,-2.507192790508270264e-01,3.406527936458587646e-01,8.385580182075500488e-01
-2.109847813844680786e-01,6.358548253774642944e-02,-1.816916316747665405e-01,-7.049835473299026489e-02,8.832457661628723145e-02,-1.816916316747665405e-01,-2.348032444715499878e-01,-1.165074259042739868e-01,-3.462723493576049805e-01,-1.816916316747665405e-01,-1.298689991235733032e-01,1.260294467210769653e-01,-8.213983178138732910e-01,3.271656036376953125e-01,-3.984510526061058044e-02,8.832457661628723145e-02,2.105334401130676270e-01,3.251782357692718506e-01,-4.766203090548515320e-02,-4.595825076103210449e-01
1.347205489873886108e-01,-8.089138567447662354e-02,-2.619329467415809631e-02,-1.307866275310516357e-01,2.088770419359207153e-01,-2.619329467415809631e-02,-1.886704564094543457e-01,-2.154203653335571289e-01,-6.700509786605834961e-01,-2.619329467415809631e-02,8.543525636196136475e-02,1.174237281084060669e-01,-1.688209623098373413e-01,-1.217870190739631653e-01,1.643728315830230713e-01,2.088770419359207153e-01,-7.763747870922088623e-02,-3.536534905433654785e-01,-5.858733057975769043e-01,-7.179392129182815552e-02
8.419317007064819336e-02,-1.527626514434814453e-01,3.632586449384689331e-02,1.086537763476371765e-01,-1.426247209310531616e-01,3.632586449384689331e-02,2.683630585670471191e-01,1.804764419794082642e-01,3.678536415100097656e-01,3.632586449384689331e-02,-3.247947692871093750e-01,-2.979712188243865967e-01,3.046719431877136230e-01,3.496530055999755859e-01,2.478819191455841064e-01,-1.426247209310531616e-01,-1.528335064649581909e-01,9.304222464561462402e-02,3.029253184795379639e-01,4.694315791130065918e-02
-2.517960406839847565e-02,2.404718250036239624e-01,-8.890410512685775757e-02,1.148122996091842651e-01,1.178364232182502747e-01,-8.890410512685775757e-02,2.920578420162200928e-02,1.141642555594444275e-01,4.983389079570770264e-01,-8.890410512685775757e-02,-7.233257405459880829e-03,4.530804753303527832e-01,1.038876175880432129e-01,-2.167875468730926514e-01,2.714524567127227783e-01,1.178364232182502747e-01,4.451895952224731445e-01,-3.486389666795730591e-02,4.935916066169738770e-01,6.733856201171875000e-01
-2.370999902486801147e-01,-1.251469850540161133e-01,-1.179099828004837036e-01,2.064884454011917114e-01,1.359419524669647217e-01,-1.179099828004837036e-01,4.802691340446472168e-01,-4.025592282414436340e-02,-4.095004871487617493e-02,-1.179099828004837036e-01,2.397780567407608032e-01,1.419866979122161865e-01,5.510105192661285400e-02,-2.992166280746459961e-01,1.145570725202560425e-02,1.359419524669647217e-01,1.924138814210891724e-01,1.020457688719034195e-02,3.479102998971939087e-02,2.773112356662750244e-01
-3.571756482124328613e-01,-5.111128836870193481e-02,-1.137592643499374390e-01,-4.507420659065246582e-01,-3.178251087665557861e-01,-1.137592643499374390e-01,-9.265436232089996338e-02,8.972694724798202515e-02,-7.739203423261642456e-02,-1.137592643499374390e-01,-1.796911656856536865e-01,-3.262301981449127197e-01,1.992282271385192871e-01,-2.215843945741653442e-01,-2.723446488380432129e-01,-3.178251087665557861e-01,-3.413878381252288818e-02,-2.934253811836242676e-01,-1.657658517360687256e-01,-7.236173748970031738e-02
-1.757548749446868896e-01,-1.284515112638473511e-01,-1.723612546920776367e-01,2.918416857719421387e-01,-1.108431629836559296e-02,-1.723612546920776367e-01,3.108486235141754150e-01,1.093511223793029785e+00,6.173314452171325684e-01,-1.723612546920776367e-01,1.123647689819335938e-01,2.515538632869720459e-01,1.247654080390930176e+00,6.723674386739730835e-02,3.878694176673889160e-01,-1.108431629836559296e-02,2.330187410116195679e-01,3.546166121959686279e-01,3.951651453971862793e-01,1.527102947235107422e+00
2.096708416938781738e-01,-1.147682666778564453e-01,-1.744720637798309326e-01,1.308014988899230957e-01,-1.880164742469787598e-01,-1.744720637798309326e-01,-1.248600054532289505e-02,5.373083055019378662e-02,2.338127046823501587e-02,-1.744720637798309326e-01,-5.938625931739807129e-01,2.091130167245864868e-01,4.524898827075958252e-01,-9.039235115051269531e-02,8.806152269244194031e-03,-1.880164742469787598e-01,2.733380794525146484e-01,4.750425927340984344e-03,1.359531432390213013e-01,-4.746061265468597412e-01
-1.939478665590286255e-01,5.984955467283725739e-03,8.635999262332916260e-02,-2.191565483808517456e-01,1.193696856498718262e-01,8.635999262332916260e-02,2.086394727230072021e-01,8.648554980754852295e-02,-2.101567983627319336e-01,8.635999262332916260e-02,-2.111992388963699341e-01,-2.140012085437774658e-01,4.353477060794830322e-01,-2.274220436811447144e-01,5.190421640872955322e-02,1.193696856498718262e-01,-4.165117740631103516e-01,-3.338401019573211670e-01,-4.433449208736419678e-01,-2.920210063457489014e-01
-3.944267630577087402e-01,1.702647805213928223e-01,-1.575572490692138672e-01,-2.912141680717468262e-01,8.717750757932662964e-02,-1.575572490692138672e-01,-5.080477148294448853e-02,-1.852654814720153809e-01,-3.970901072025299072e-01,-1.575572490692138672e-01,-1.993063539266586304e-01,-2.070211321115493774e-01,5.663628131151199341e-02,8.814125508069992065e-02,-2.094749063253402710e-01,8.717750757932662964e-02,-5.722515583038330078e-01,-2.538351714611053467e-01,-2.749284803867340088e-01,-1.073673740029335022e-01
-1.476788893342018127e-02,1.694740951061248779e-01,-4.582394957542419434e-01,-4.326304048299789429e-02,-1.458808481693267822e-01,-4.582394957542419434e-01,-1.167736053466796875e-01,4.674576222896575928e-01,4.327442646026611328e-01,-4.582394957542419434e-01,-2.917048148810863495e-02,-1.375586688518524170e-01,1.895253658294677734e-01,2.811061143875122070e-01,-4.568479359149932861e-01,-1.458808481693267822e-01,-2.400985360145568848e-01,-1.143670901656150818e-01,3.558059334754943848e-01,7.154477238655090332e-01
1.108024176210165024e-02,4.795620217919349670e-02,-1.647334173321723938e-02,-1.025041192770004272e-01,-1.455219388008117676e-01,-1.647334173321723938e-02,-5.762153863906860352e-02,2.619698643684387207e-01,3.785976767539978027e-01,-1.647334173321723938e-02,2.539018988609313965e-01,2.227091342210769653e-01,2.495320588350296021e-01,3.104991316795349121e-01,7.497219834476709366e-03,-1.455219388008117676e-01,-6.766244769096374512e-02,-6.835077702999114990e-02,6.141358613967895508e-01,8.871461451053619385e-02
