1.030116458423435688e-03,1.230324134230613708e-01,2.147066891193389893e-01,5.023377388715744019e-02,5.011212080717086792e-02,3.903790116310119629e-01,2.896894700825214386e-02,4.380803108215332031e-01,3.707897663116455078e-01,1.793432682752609253e-01,5.399335622787475586e-01,2.718447446823120117e-01,-1.542402803897857666e-01,5.014639496803283691e-01,1.957845389842987061e-01,1.063150167465209961e+00,-1.542402803897857666e-01,7.236911058425903320e-01,-1.542402803897857666e-01
3.845833837985992432e-01,1.830141693353652954e-01,1.598647795617580414e-02,-1.155913472175598145e+00,-2.667333483695983887e-01,1.201724708080291748e-01,2.307215631008148193e-01,1.114007681608200073e-01,2.147810161113739014e-01,1.404764354228973389e-01,-2.135725915431976318e-01,1.018593758344650269e-01,6.105438619852066040e-02,-1.741401851177215576e-01,-7.126992940902709961e-01,-1.959387809038162231e-01,6.105438619852066040e-02,-5.306457281112670898e-01,6.105438619852066040e-02
-3.412313759326934814e-01,-3.301513493061065674e-01,2.542571127414703369e-01,3.827847838401794434e-01,-4.377704262733459473e-01,2.414515614509582520e-01,-2.233179956674575806e-01,2.022477090358734131e-01,1.718403548002243042e-01,-1.050042212009429932e-01,4.961217939853668213e-01,-3.461161851882934570e-01,-3.113613091409206390e-02,-4.236902296543121338e-02,3.719835579395294189e-01,7.876142859458923340e-02,-3.113613091409206390e-02,1.359238177537918091e-01,-3.113613091409206390e-02
-2.068770527839660645e-01,1.472220569849014282e-01,8.620675653219223022e-02,5.066244006156921387e-01,7.582836598157882690e-02,-3.413280099630355835e-02,-1.536712199449539185e-01,4.563938826322555542e-02,-2.507192790508270264e-01,-5.323792695999145508e-01,-1.043294742703437805e-02,-2.431324869394302368e-01,1.426792889833450317e-01,-1.492088437080383301e-01,4.308601021766662598e-01,3.960770741105079651e-02,1.426792889833450317e-01,-2.021867483854293823e-01,1.426792889833450317e-01
-1.816916316747665405e-01,-1.298689991235733032e-01,1.260294467210769653e-01,-2.772285938262939453e-01,3.271656036376953125e-01,-3.984510526061058044e-02,8.832457661628723145e-02,2.105334401130676270e-01,3.251782357692718506e-01,-3.827409073710441589e-02,7.759875804185867310e-02,1.600871384143829346e-01,1.399879008531570435e-01,2.553179115056991577e-02,-1.165074259042739868e-01,1.869729906320571899e-02,1.399879008531570435e-01,3.638404309749603271e-01,1.399879008531570435e-01
-2.619329467415809631e-02,8.543525636196136475e-02,1.174237281084060669e-01,-1.184408515691757202e-01,-1.217870190739631653e-01,1.643728315830230713e-01,2.088770419359207153e-01,-7.763747870922088623e-02,-3.536534905433654785e-01,8.963280171155929565e-02,-2.523138225078582764e-01,2.812097035348415375e-02,-1.137036979198455811e-01,-4.715963900089263916e-01,-2.154203653335571289e-01,-6.284283995628356934e-01,-1.137036979198455811e-01,-2.675644457340240479e-01,-1.137036979198455811e-01
3.632586449384689331e-02,-3.247947692871093750e-01,-2.979712188243865967e-01,3.079713881015777588e-02,3.496530055999755859e-01,2.478819191455841064e-01,-1.426247209310531616e-01,-1.528335064649581909e-01,9.304222464561462402e-02,1.005872562527656555e-01,3.025102913379669189e-01,-3.110484480857849121e-01,-1.117678731679916382e-01,-2.748494409024715424e-02,1.804764419794082642e-01,8.158854395151138306e-02,-1.117678731679916382e-01,-6.594458967447280884e-02,-1.117678731679916382e-01
-8.890410512685775757e-02,-7.233257405459880829e-03,4.530804753303527832e-01,-9.043076075613498688e-03,-2.167875468730926514e-01,2.714524567127227783e-01,1.178364232182502747e-01,4.451895952224731445e-01,-3.486389666795730591e-02,1.978415101766586304e-01,1.552491337060928345e-01,1.686865836381912231e-01,1.509360820055007935e-01,8.962185529526323080e-05,1.141642555594444275e-01,-9.054356068372726440e-02,1.509360820055007935e-01,-1.441604457795619965e-02,1.509360820055007935e-01
-1.179099828004837036e-01,2.397780567407608032e-01,1.419866979122161865e-01,6.856934726238250732e-02,-2.992166280746459961e-01,1.145570725202560425e-02,1.359419524669647217e-01,1.924138814210891724e-01,1.020457688719034195e-02,2.502427995204925537e-01,-4.447110593318939209e-01,-1.885217875242233276e-01,2.290696799755096436e-01,3.438802659511566162e-01,-4.025592282414436340e-02,2.878330051898956299e-01,2.290696799755096436e-01,3.181981742382049561e-01,2.290696799755096436e-01
-1.137592643499374390e-01,-1.796911656856536865e-01,-3.262301981449127197e-01,5.313014984130859375e-02,-2.215843945741653442e-01,-2.723446488380432129e-01,-3.178251087665557861e-01,-3.413878381252288818e-02,-2.934253811836242676e-01,-2.581581845879554749e-02,-2.247771769762039185e-01,-3.896396756172180176e-01,1.879663169384002686e-01,-1.777354776859283447e-01,8.972694724798202515e-02,1.675049215555191040e-01,1.879663169384002686e-01,8.262943476438522339e-02,1.879663169384002686e-01
-1.723612546920776367e-01,1.123647689819335938e-01,2.515538632869720459e-01,1.105950355529785156e+00,6.723674386739730835e-02,3.878694176673889160e-01,-1.108431629836559296e-02,2.330187410116195679e-01,3.546166121959686279e-01,-1.784136891365051270e-01,6.780713051557540894e-02,2.308032810688018799e-01,-7.109136134386062622e-02,1.599919348955154419e-01,1.093511223793029785e+00,2.978434264659881592e-01,-7.109136134386062622e-02,3.230851888656616211e-02,-7.109136134386062622e-02
